sex_resp.response,age_resp.text,key_resp.keys,key_resp.rt,GSI_slider.response,GSI_slider.rt,GSI_question_loop.thisRepN,GSI_question_loop.thisTrialN,GSI_question_loop.thisN,GSI_question_loop.thisIndex,GSI_question_loop.ran,scale,questions_english,questions_german,labeller,labels_marks,participant,EXPRA code (only for EXPRA students),date,expName,psychopyVersion,OS,frameRate,wm_recall_response.text,wm_practice_2.thisRepN,wm_practice_2.thisTrialN,wm_practice_2.thisN,wm_practice_2.thisIndex,wm_practice_2.ran,wm_practice_1.thisRepN,wm_practice_1.thisTrialN,wm_practice_1.thisN,wm_practice_1.thisIndex,wm_practice_1.ran,wm_instruct_toggle.thisRepN,wm_instruct_toggle.thisTrialN,wm_instruct_toggle.thisN,wm_instruct_toggle.thisIndex,wm_instruct_toggle.ran,wm_load_key.keys,wm_load_key.rt,wm_load_toggle.thisRepN,wm_load_toggle.thisTrialN,wm_load_toggle.thisN,wm_load_toggle.thisIndex,wm_load_toggle.ran,play_exit.keys,play_exit.rt,ratings_slider.response,ratings_slider.rt,ratings_slider.history,ratings_loop.thisRepN,ratings_loop.thisTrialN,ratings_loop.thisN,ratings_loop.thisIndex,ratings_loop.ran,questions,open_text_response.text,open_text_loop.thisRepN,open_text_loop.thisTrialN,open_text_loop.thisN,open_text_loop.thisIndex,open_text_loop.ran,confidence_resp.response,confidence_resp.rt,confidence_resp.history,confidence_key.keys,confidence_key.rt,wm_recall_toggle.thisRepN,wm_recall_toggle.thisTrialN,wm_recall_toggle.thisN,wm_recall_toggle.thisIndex,wm_recall_toggle.ran,genre_trials.thisRepN,genre_trials.thisTrialN,genre_trials.thisN,genre_trials.thisIndex,genre_trials.ran,genre_trials.order,prime_text,auditory_stim,condition,genre,order,probe,eval_slider.response,eval_slider.rt,eval_key.keys,eval_key.rt,final_eval_loop.thisRepN,final_eval_loop.thisTrialN,final_eval_loop.thisN,final_eval_loop.thisIndex,final_eval_loop.ran,knew_slider.response,knew_slider.rt,knew_key.keys,knew_key.rt,genre_block.thisRepN,genre_block.thisTrialN,genre_block.thisN,genre_block.thisIndex,genre_block.ran
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",sadf asd,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,asdf a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.2992,"[{""rating"":3,""responseTime"":2.299199999928476}]",space,0.2087,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,2,"Die Cockroaches haben sich als Jugendliche auf der Schule kennengelernt. Aufgrund einer gemeinsame Liebe zu den Beatles entstand die Idee eine Coverband zu gründen.
1991 trat die Band auf dem Tribute to the Beatles Konzert in Amsterdam auf und veröffentlichten im gleichen Jahr eine CD. Weitere Erfolge in ihrer Karriere als Coverband blieben jedoch aus. Auch wenn sie einige Ähnlichkeiten im Stil zu den Beatles aufweisen konnten, wurden sie in Kritiken überwiegend als amateurhaft beschrieben.
Die Band berichtete, dass ihre Jahre im Show-Business nicht einfach waren. Die berufliche Unsicherheit, fehlende Unterstützung ihrer Familien und vor allem der ausbleibende Erfolg waren psychisch sehr belastend, weswegen sie sich nach 3 Jahren einig waren, die Band aufzulösen. Heutzutage verdienen die Mitglieder der Cockroaches ihren Lebensunterhalt als Elektroniker, Koch, Bauarbeiter und Personal Trainer.

Quelle: http://www.overdose.am/bloghome/music/cockroaches-tribute-opening-show-html?",beatles.wav,low,rock,2,GYWLNPHM,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,space,0.5698,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,space,0.5506,4,1.0293,"[{""rating"":4,""responseTime"":1.0292999999523147}]",0,0,0,0,1,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.3124,"[{""rating"":4,""responseTime"":0.31239999997615087}]",0,1,1,1,1,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.2121,"[{""rating"":4,""responseTime"":0.21210000002383822}]",0,2,2,2,1,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.2353,"[{""rating"":4,""responseTime"":0.23529999995231776}]",0,3,3,3,1,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",faf sd,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",sadf as,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,sad fas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.3994,"[{""rating"":3,""responseTime"":1.3993999999761542}]",space,0.2555,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,2,"Die Fab Four sind eine der bekanntesten Beatles Tribute Bands der Welt. Sie sind bereits unter anderem in Japan, Malaysia, Frankreich, Deutschland, den USA und Australien aufgetreten.
Die Band zeichnet sich durch ihre Liebe zum Detail aus. Sie verkörpern die Beatles in ihrem Verhalten, ihrer Sprechweise, ihrem Äußerem und vor allem in ihrem musikalischen Stil. Um authentisch zu wirken verzichtet die Band in jeglicher Form auf Lipsync und Ardy Sarraf, der eigentlich Rechtshänder ist, hat sich sogar antrainiert den Bass, wie Paul McCartney, mit links zu spielen.  
Die Leidenschaft der Gruppe hat sich ausgezahlt, so waren sie schon bei großen TV-Shows wie der Ellen Show oder Good Morning America zu Gast. Seit ihrer Gründung 1997 waren sie bereits viermal Headliner für die International Beatlesweek Liverpool und 2013 gewannen sie sogar einen Emmy Award für ihr PBS Special „The Fab Four: The Ultimate Tribute“.

Quelle: https://www.thefabfour.com/",beatles.wav,high,rock,2,LXZNFMHY,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wie sehr gefiel Ihnen das erste Lied im Vergleich zu den anderen?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.31479874,0.7514,space,0.1831,0,0,0,0,1,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wie sehr gefiel Ihnen das zweite Lied im Vergleich zu den anderen?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.00229874,0.5192,space,0.1185,0,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wie sehr gefiel Ihnen das dritte Lied im Vergleich zu den anderen?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.70740361,0.3873,space,0.2501,0,2,2,2,1,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6.2264,space,0.3326,0,0,0,0,1
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,space,7.8285,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,space,5.4524,5,1.2509,"[{""rating"":4,""responseTime"":0.8671999999284878},{""rating"":5,""responseTime"":1.2503999999761675},{""rating"":5,""responseTime"":1.250899999976184}]",0,0,0,0,1,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.4042,"[{""rating"":5,""responseTime"":0.40370000004767803},{""rating"":5,""responseTime"":0.40420000004769463}]",0,1,1,1,1,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.2295,"[{""rating"":5,""responseTime"":0.22900000000001342},{""rating"":5,""responseTime"":0.2295000000000016}]",0,2,2,2,1,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.2078,"[{""rating"":5,""responseTime"":0.20730000007154104},{""rating"":5,""responseTime"":0.2078000000715292}]",0,3,3,3,1,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",asdf as,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",sdf sadf,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,TBHNLXWZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.6502,"[{""rating"":3,""responseTime"":1.291499999999985},{""rating"":3,""responseTime"":1.2921000000238507},{""rating"":3,""responseTime"":1.6502000000476755}]",space,0.4335,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2,"Für diese Aufnahme sind keine Informationen verfügbar. 
Bitte warten. Die Aufnahme wird in ungefähr 45 Sekunden abgespielt.",bruckner_excerpt.wav,baseline,classical,2,TBHNLXMZ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,space,1.0337,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,space,1.4575,6,1.1118,"[{""rating"":6,""responseTime"":1.1112000000476883},{""rating"":6,""responseTime"":1.111799999952325}]",0,0,0,0,1,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.3587,"[{""rating"":6,""responseTime"":0.3581000000238532},{""rating"":6,""responseTime"":0.35870000004769054}]",0,1,1,1,1,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.4484,"[{""rating"":6,""responseTime"":0.44789999997615837},{""rating"":6,""responseTime"":0.44839999997617497}]",0,2,2,2,1,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.7519,"[{""rating"":6,""responseTime"":0.7513999999761438},{""rating"":6,""responseTime"":0.751899999976132}]",0,3,3,3,1,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",sf,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",fsdf,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,fsd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.7198,"[{""rating"":3,""responseTime"":0.7192999999523124},{""rating"":3,""responseTime"":0.719799999952329}]",space,0.254,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,2,"Nach seinem Bachelorabschluss von der Hochschule für Musik Saar (Saarbrücken), setzt Kurt Schlichter seine Ausbildung als Dirigent in einem Master an derselben Hochschule fort. Zu Beginn seines Studiums war es für Kurt sehr herausfordernd, eine breite Palette an klassischen Werken in Proben und Aufführungen zu dirigieren. Die Erfahrungen in seinem Studium konnten jedoch dazu beitragen, dass er sich positiv weiterentwickelte und als einer der besten seines Jahrgang den Abschluss machte.
Im Gespräch mit Kurt über seine Erfahrungen sagt er: ""Die Möglichkeiten am Royal College waren sehr abwechslungsreich und lohnend. Für mein Abschlussprojekt konnte ich eines meiner Lieblingsstücke von Bruckner dirigieren, was mir ermöglichte mich voll und ganz auf den komplexen Kompositionsstil dieses genialen Komponisten einzulassen.""

Quelle: http://www.hfm.saarland.de/konzerte/2018/schlichter-abschlusskonzert",bruckner_excerpt.wav,low,classical,2,YQGNSXCL,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,space,1.4811,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,space,0.7592,4,0.8446,"[{""rating"":4,""responseTime"":0.8440999999046426},{""rating"":4,""responseTime"":0.8445999999046307}]",0,0,0,0,1,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.3885,"[{""rating"":4,""responseTime"":0.3878999999761561},{""rating"":4,""responseTime"":0.3884999999999934}]",0,1,1,1,1,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.2432,"[{""rating"":4,""responseTime"":0.24260000002382753},{""rating"":4,""responseTime"":0.24320000004766484}]",0,2,2,2,1,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.1735,"[{""rating"":4,""responseTime"":0.17300000000000182},{""rating"":4,""responseTime"":0.17349999999999}]",0,3,3,3,1,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)", sfa ,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",asdf ,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,sadf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.2299,"[{""rating"":3,""responseTime"":1.2298999999761406}]",space,0.839,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,2,"Claudio Abbado ist einer der größten Dirigenten des 20. Jahrhunderts. Er war Chefdirigent der Berliner Philharmoniker und des Londoner Symphonieorchesters, eines der besten Ensembles der Welt. Claudios Karriere könnte erfolgreicher nicht sein. Er gewann den Internationalen Wettbewerb für Komponisten und einen Grammy Award in der Kategorie Best Small Ensemble Performance. Außerdem benannte die Orchesterakademie der Berliner Philharmoniker den Claudio Abbado Kompositionspreis zu seinen Ehren. 2004 dirigierte Abbado die Berliner Philharmoniker zu Bruckners Symphonie No. 4 in einer Reihe von aufgezeichneten Live-Konzerten. Die daraus resultierende CD gewann die Auszeichnung als beste Orchesteraufnahme des Jahres bei den Gramophone Awards.

Quelle: https://www.wikipedia.org/wiki/Claudio_Abbado",bruckner_excerpt.wav,high,classical,2,HBRTVNPC,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wie sehr gefiel Ihnen das erste Lied im Vergleich zu den anderen?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.03495039,1.0899,space,0.2837,0,0,0,0,1,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wie sehr gefiel Ihnen das zweite Lied im Vergleich zu den anderen?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.96556122,0.4602,space,0.1375,0,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wie sehr gefiel Ihnen das dritte Lied im Vergleich zu den anderen?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.66556405,0.3279,space,0.1426,0,2,2,2,1,,,,,,,,,
,,,,,,,,,,,,,,,,002,XXXXX,2021-12-11_16h25.59.317,musical_judgments,2021.2.3,Win32,60.17209218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.6538,space,0.4499,1,0,1,0,1
